Exchg,symbol,asset,price,vol24,change24
BINANCE,BTC-USDT,BTC,48279.35120538104,1643448943.3607106,1.3071182646405026
BINANCE,SOL-USDT,SOL,161.9828277158153,1288155865.9227622,11.343006464035213
BINANCE,ETH-USDT,ETH,3458.893356217194,1168838714.4205916,-0.22523627443908206
BINANCE,AVAX-USDT,AVAX,70.34445561459749,822387310.182349,6.425003783865605
BINANCE,GALA-USDT,GALA,0.12577766738455906,738844229.025006,44.196582176855145
BINANCE,BUSD-USDT,BUSD,1.000268846565531,658535246.3541325,-0.00500050005000445
BINANCE,ETH-BUSD,ETH,3465.4873790822553,453018182.0223587,-0.21684243936923442
BINANCE,BTC-BUSD,BTC,48366.669741300386,440905938.95906717,1.3077062743159467
BINANCE,DOT-USDT,DOT,34.92962622176877,380723033.39783734,1.911850554582607
BINANCE,ATOM-USDT,ATOM,39.79166212146221,344275785.52549905,16.40327772900204
BINANCE,GALA-BUSD,GALA,0.1257718375690129,331755358.3051198,43.878252894646344
BINANCE,ETH-BTC,ETH,3461.9847168369856,324420815.2786189,-1.5155472465840132
BINANCE,BNB-USDT,BNB,413.2230305284718,306405663.5002889,0.060562015503875966
BINANCE,ADA-USDT,ADA,2.3794963760125167,300931375.501681,-0.063025210084036
BINANCE,SOL-BUSD,SOL,162.20413233672306,274022250.03980523,11.32049518569464
BINANCE,FIL-USDT,FIL,84.4203496698828,257600525.97200277,-0.3719008264462951
BINANCE,FTM-USDT,FTM,1.3310573589592827,240186848.61654738,2.5196486361534864
BINANCE,XRP-USDT,XRP,1.080202317426746,229977731.75805742,0.5915781628470561
BINANCE,DYDX-USDT,DYDX,15.560515716837791,208104499.50008246,-3.1687729564838474
BINANCE,FTT-USDT,FTT,63.79171175801478,200083512.80791846,-0.6466188843876693
BINANCE,EOS-USDT,EOS,5.38075310421834,194457159.14044622,-0.4902867715078707
BINANCE,MATIC-USDT,MATIC,1.3700736964259583,178934462.99789968,0.7726269315673255
BINANCE,SUSHI-USDT,SUSHI,12.86938885054657,178042028.49864072,-3.0083691472517464
BINANCE,LUNA-USDT,LUNA,35.39482101464067,176948490.54913148,0.08486562942006798
BINANCE,SOL-BTC,SOL,162.04428244629517,164400369.04287934,9.850296458872476
BINANCE,USDC-USDT,USDC,1.0001688046745907,160504225.2907217,-0.01500150015001335
BINANCE,SHIB-USDT,SHIB,7.918315667916365e-06,153776982.81796956,-8.813364055299523
BINANCE,DOGE-USDT,DOGE,0.24165118756603887,148337078.61129165,-0.9228876127973757
BINANCE,ALGO-USDT,ALGO,2.036302669142181,146239595.09084746,2.1914850888643422
BINANCE,AVAX-TRY,AVAX,70.36219431087473,142828814.90305236,6.469452247191016
BINANCE,LINK-USDT,LINK,28.49693263431429,137712581.36606482,-0.4369101712687872
