astid,name,price,vol24,chg1h,chg24h,chg7d,time
USDT,Tether,1.0003834691921571,19228180501.861084,0.0032321447621494652,-1.1616309203063466,0.011741993229752789,2021-09-18T17:50:09
BTC,Bitcoin,48335.790262396666,5969610657.304793,-0.05068184486949555,1.9829268008867567,5.703869551974692,2021-09-18T17:50:09
BUSD,Binance USD,1.0003127678624386,4159571802.3048244,-0.006481989826823173,-1.319703463889733,0.009531959800222948,2021-09-18T17:50:09
ETH,Ethereum,3452.047628765552,4012301756.458113,-0.2800069820214439,0.7281364637359007,3.925396126795862,2021-09-18T17:50:09
SOL,Solana,163.1181833614586,2938451269.779859,0.47354963012671436,15.278426480871863,-12.55694906922638,2021-09-18T17:50:09
AVAX,Avalanche,70.16394281574341,1299936540.1658237,-0.4485136062863413,6.946098193747388,29.06386921676434,2021-09-18T17:50:09
GALA,,0.11958267871900082,1120645089.6389644,-5.939415723494229,28.943821719114858,115.99249286042411,2021-09-18T17:50:09
DOT,Polkadot,35.01846840700714,850445395.2841514,0.28741000125269967,2.7121928567687177,11.570940717589268,2021-09-18T17:50:09
ADA,Cardano,2.37471928840049,840765845.490215,-0.342401195476915,-0.375969604534885,-12.755494883547646,2021-09-18T17:50:09
ATOM,Cosmos,38.84548417739031,748574659.5490692,-1.7437115130402403,14.62768485076781,38.18390551526177,2021-09-18T17:50:09
BNB,Binance Coin,413.2462934368,654958818.2998588,-0.16034469824233688,-0.45782492361436683,0.2328742458563455,2021-09-18T17:50:09
FIL,Filecoin,84.32697633751135,550404998.8794725,-0.16696237293258445,0.044458254653411085,0.7795623997686252,2021-09-18T17:50:09
USDC,USD Coin,1.0001328067442206,458945235.27997977,-0.0005880369602161499,-1.0722177560899844,-0.0091796308274429,2021-09-18T17:50:09
LUNA,Terra,35.108799722798935,420715566.6272419,-0.9230729324704062,-0.4795669047559352,-8.020779113887286,2021-09-18T17:50:09
ALGO,Algorand,2.0913820863947734,418650599.0174598,2.0628563653309535,6.361084083860777,-0.0714260530449066,2021-09-18T17:51:09
EOS,EOS,5.388828044813415,409630095.67788446,-0.1291409473837161,-0.3935678645503281,13.461465157313354,2021-09-18T17:51:09
MATIC,Matic Network,1.3750321687319584,394626496.77927464,0.0935372585056495,0.5075802378906069,2.1892861344955024,2021-09-18T17:50:09
XRP,Ripple,1.0826550183190715,394415621.6195357,0.2120599750081827,0.3210139226670101,-1.4214379581991807,2021-09-18T17:50:09
LINK,Chainlink,28.638059784005677,374351258.01952094,0.42511798532599776,0.2427453687485643,4.36508751699876,2021-09-18T17:51:09
SUSHI,SushiSwap,12.874205464847174,357823849.64428437,0.1362332660647176,-3.069279323128628,19.25223843516955,2021-09-18T17:50:09
DOGE,Dogecoin,0.24177689730214183,318077898.8629039,-0.015506111601425138,-0.877907679446005,-1.4290419066509632,2021-09-18T17:51:09
DYDX,,15.90889230845693,318024111.889602,1.0545552895277723,-2.1496105639345306,43.320059799111796,2021-09-18T17:51:09
SHIB,,7.96957919517247e-06,313339597.66299796,0.5100322862925033,-6.46033808483017,14.86598979394101,2021-09-18T17:51:09
FTT,FTX Token,64.03164740856447,313626810.10692286,0.21461367097715495,0.2800759642466194,-13.834820373847725,2021-09-18T17:51:09
FTM,Fantom,1.3333893954028624,307238787.3050774,-0.04256174104937199,2.477606213439444,-18.17248427768849,2021-09-18T17:51:09
XTZ,Trezos,6.508742206740205,279870316.9224555,-1.5371028137109348,3.1053333839242905,-0.7248550105810482,2021-09-18T17:51:09
TRX,Tron,0.10610467391040526,276123752.6615334,0.015411718334035625,-0.803223159545393,11.322093828849276,2021-09-18T17:51:09
LTC,Litecoin,181.4300779675838,250133477.458987,0.07717214443700643,-0.3368402735592342,-1.3726575255433038,2021-09-18T17:51:09
FOR,The Force Protocol,0.11060666771069544,237870770.5902112,-0.7636790231110505,-14.48975150889004,76.08789344818071,2021-09-18T17:51:09
XBT,,48378.64913319887,204865520.7356886,0.04625068255403782,2.119354297118983,5.681971984871488,2021-09-18T17:51:09
COTI,Coti,0.4300578834060348,196152819.93669772,-2.172863632276688,12.349243806400082,38.68543675902447,2021-09-18T17:51:09
IDEX,,0.48066670727083716,191119262.6510499,-2.708747928106548,10.067370074024195,-22.429027728203422,2021-09-18T17:51:09
ICP,,58.75787179988816,183267718.9439563,-0.1155213703203082,3.4645811065813463,-1.1356279959042512,2021-09-18T17:51:09
C98,,4.021834115754007,164266695.8889956,0.7649140089735865,8.159779377473702,4.436186815751669,2021-09-18T17:50:09
NFT,,3.9801218037157875e-06,164061462.3382116,-0.2463230568153514,-1.474202469709335,1.225550672601123,2021-09-18T17:51:09
CFX,,0.44003238750104884,160591928.0182494,42.278009034645706,71.07362961144597,57.17040729357844,2021-09-18T17:51:09
CRV,Curve DAO Token,2.8281356374469215,161726242.90142924,-0.01606651101905444,-9.06263630568489,25.649535041879506,2021-09-18T17:51:09
SRM,Serum,10.466693775343883,158073609.33507872,1.2179527390228702,6.8015905794945235,-16.926150642186307,2021-09-18T17:51:09
CELR,Celer Network,0.11601056305792194,156354545.21582797,0.9977929273653036,5.422138231694314,70.89146742337206,2021-09-18T17:51:09
UST,TerraUSD,1.000038293942493,138490273.4587352,0.04496247751127881,-1.0406680374429358,-0.055782217185534735,2021-09-18T17:51:09
NEAR,NEAR Protocol,9.248645734128443,137632734.6164877,-0.7117278710015003,9.094329916270445,2.2661431856555376,2021-09-18T17:51:09
SWRV,,1.3313127055560259,137331667.34497586,-4.614807808549184,23.010159050625244,5.772821209473904,2021-09-18T17:51:09
HBAR,Hedera Hashgraph,0.4349882212210451,132753297.2525658,-0.596667244835664,-0.5158276800324813,15.135830460569066,2021-09-18T17:51:09
ONE,Harmony,0.17044985573652688,121993213.41786343,0.7562276862774722,7.266903331233389,-9.85759635331273,2021-09-18T17:51:09
FET,Fetch.AI,0.8471989790745076,120731876.06888154,-0.535738560647927,-2.661443477137832,-8.94091425866694,2021-09-18T17:51:09
