astid,name,price,vol24,chg1h,chg24h,chg7d,time
USDT,Tether,1.0003697134794514,19054847927.769684,-0.0008696897083002652,-1.4618730158869497,0.01822899169013171,2021-09-18T17:13:09
BTC,Bitcoin,48244.833233142075,5897467006.838364,-0.42095743606889774,1.360154271863249,5.219384466274259,2021-09-18T17:13:09
BUSD,Binance USD,1.0005141561863296,4111264044.654163,0.08934052086574105,-1.5707266148535834,0.03778963585646308,2021-09-18T17:13:09
ETH,Ethereum,3439.0155116844358,3960155680.9285836,-1.0934247389215477,-0.47613157471709555,3.1382753522807603,2021-09-18T17:13:09
SOL,Solana,162.1345778484854,2918298590.1923637,-0.8506156228538909,12.423179475077315,-13.513622287926259,2021-09-18T17:13:09
AVAX,Avalanche,69.83208538490629,1293173028.392674,-2.102167570793841,5.345339603844841,28.972068691356284,2021-09-18T17:13:09
GALA,,0.1237046724063223,1139752214.3258011,-3.0406184204803575,39.811007083714216,123.43771571056283,2021-09-18T17:13:09
DOT,Polkadot,34.69820646312347,837862131.7055354,-1.1880229843745191,0.4214962114430861,10.736428180222186,2021-09-18T17:13:09
ADA,Cardano,2.369092376454061,822615165.8982415,-0.8816927681596323,-1.3467458026221426,-13.023440155295521,2021-09-18T17:13:09
ATOM,Cosmos,39.33145809471716,732927501.36231,0.7838001818469041,14.549237018645266,40.219224710673856,2021-09-18T17:13:09
BNB,Binance Coin,412.0523240654311,652450305.5840658,-0.6489393087197126,-1.3112995960465634,-0.5505673192371213,2021-09-18T17:13:09
FIL,Filecoin,83.94952835666727,551183894.464496,-0.9113411789927984,-1.5798681084017725,-0.2858466417825771,2021-09-18T17:13:09
USDC,USD Coin,1.000211242618808,453882290.52774984,0.014667041251613057,-1.3548849968635779,0.0010371013618940873,2021-09-18T17:13:09
LUNA,Terra,35.033390997430196,424856876.7737297,-1.1965776147338658,-1.9624740900772506,-10.06029949436418,2021-09-18T17:13:09
EOS,EOS,5.3848225512773915,410189095.75478995,0.7164047077883917,-1.8535211277572419,12.727842403003715,2021-09-18T17:13:09
ALGO,Algorand,2.1113691249790745,396920320.28806734,3.075386460741538,7.116338280780861,1.3445767662566375,2021-09-18T17:14:09
